"condition","product_choice","bi_women","price_fairness","similarity","cost_women","cost_men","age","income","mc_justification","feedback"
"3C","2",-5,4.375,1,3,3,51,1600,"The first product was 13.99 and the second product was 9.99. One product focused on nourishment and hydration, and the other product focused on cleanliness and scalp health.","I would like to know the purpose of asking someone their monthly income."
"3C","2",-3,1,7,2,1,33,3200,"The women's one had vitamin E and the mens said it could work on all hair types.","n/a"
"3C","1",6,5.5,6,9,6,43,6900,"so the shampoo for the women was priced 13.99 and it used for cleaning and revitalize of all hair and the shampoo for the men is 9.99 which is used for cleaning the hair and invigorate all hair types","n/a"
"3C","1",0,5,4,1.5,1.5,50,80000,"The women’s shampoo was $13.99 and contained extra nourishing ingredients.  The men’s shampoo was $9.99.  Both shampoos were 25 ounces.",NA
"3C","1",3,2.375,5,3,2,43,7000,"The women's shampoo had extra ingrediants that hydrated the hair while the men's shampoo focused on cleansing the hair and scalpe health.",NA
"3C","1",1,6.625,5,13.99,9.99,33,1200,"women's shampoo, for hair",NA
"3C","1",2,6.5,5,3,2,70,6000,"The men’s shampoo basically focused on cleansing and scalp health, while the women’s had extra ingredients such as aloe for hydration and hair health.",NA
"3C","1",4,5.625,2,3.99,9.99,48,8000,"women's shampoo is more moisturizing",NA
"3C","1",2,5,3,0.25,0.2,23,2000,"The women's shampoo focuses on things like nutrients and healthy hair, while the man’s shampoo is things like cleanliness.",NA
"3C","2",-1,2.5,6,0.5,0.3,47,1800,"THe women shampoo has more nourishing ingredients and the men's focusing on cleansing and scalp.",NA
"3C","1",2,4.25,3,3.5,2.5,68,2000,"The men's shampoo said it was good for scalp health and cleaning. The women's shampoo had additional ingredients that supposedly helped with the condition of the hair.","I know it is wrong to charge more for products marketed to women if they are basically the same as the men's product. This is why I buy unscented men's deoderant. But my hair is like straw and needs all the conditioning it can get."
"3C","3",1,3,6,2,2,59,1500,"Both shampoos had similar ingredients, but the women's shampoo contained a couple additional add-ins like aloe and vitamins. The women's shampoo was $4 more in price.",NA
"3C","1",2,3.375,5,5,3,40,5000,"the mens shampoo focuses on the scalp",NA
"3C","1",5,7,3,7,5,35,150000,"Women’s Shampoo (25 fl oz, $13.99):
Specially formulated to cleanse and revitalize all hair types. Contains additional nourishing ingredients like aloe vera and vitamin E for hydration and healthy hair. Focuses on hydration and hair nourishment.

Men’s Shampoo (25 fl oz, $9.99):
Designed to cleanse and invigorate all hair types. Emphasizes hair cleansing and scalp health (no mention of extra hydrating ingredients).","none"
"3C","1",6,4.125,5,3.8,2.8,58,95000,"The women's shampoo was described as specially formulated to cleanse and revitalize all hair types, with additional nourishing ingredients like aloe vera and vitamin E for essential hydration and promoting healthy hair. The men's shampoo was designed to cleanse and invigorate all types of hair, focusing more on hair cleansing and scalp health. Both were 25 fluid ounces.",NA
"3C","2",-4,2,6,5,3,24,39000,"Revitalies and nourishes hair",NA
"3C","1",6,6.5,1,7,5,47,10000,"The women's shampoo is fused with more minerals such as vitamins  and has more benefits unlike the Male shampoo",NA
"3C","1",4,3.875,5,3,3,49,82000,"The women's shampoo is more nourishing while the men's basically just cleans.",NA
"3C","1",4,5.625,2,7,4,49,7500,"The men's shampoo was only focused toward the cleansing and sculp health while the women's shampoo was focused on cleansing and other hair nourishing ingredients.",NA
"3C","1",5,5.25,3,3.99,2.99,39,3600,"The women’s shampoo focuses on revitalizing and nourishing hair while the men’s shampoo focuses mainly on cleaning the hair and scalp","None"
"3C","3",1,1.875,6,1,1,36,1500,"women's shampoo cleanses and revitalizes, men's shampoo cleanses and invigorates.",NA
"3C","1",3,3.25,5,5,3,63,8000,"There were two type of products, womens shampoo, and men shampoo. Women shampoo price was 13.99, while men's 9.99. Women's shampoo contains aloe vera and vitamin e, while men's shampoo cleanses all hair. Both shampoo's were of the same size.","I appreciate the opportunity to participate in the study."
"3C","1",4,6.5,3,4.99,2.99,50,2500,"Aloe and vitamins to nourish hair",NA
"3C","3",0,3,3,1,1,42,400,"both nourishing, but womens had additional vitamins and hydration while the mens focused on the cleanliness",NA
"3C","3",0,1,5,4,2,47,1400,"The women's shampoo had some extra benefits for hydration and was higher priced. The men's shampoo was cheaper and had only cleansing properties.","None"
"3C","1",2,2.5,6,2,2,71,9900,"Woman's shampoo was 13.99 vs. 9.99 (I believe) for men. They are both described the same usage but a sales lady indicated that the woman's had more ingrediants vs. the mens was meant more for cleaning the scalp.","Woman always have to pay more for their products. Also in deciding between men's and woman products is the smell. If they smell the same I buy the cheaper man's product"
"3C","1",1,4.375,4,2.5,1.5,56,5000,"Womens had additional nourishing ingredients like aloe vera, vitamin E which provide  hydration and the mens just focused on cleansing","none"
"3C","3",0,1.5,6,2.75,1.5,62,1347,"the womans shampoo was too high priced. the mens was cheaper at 9.99.",NA
"3C","1",3,4.75,3,5,4,43,1,"The women's had more ingredients that made it sound more luxurious, the men's was more focused on scalp care.","I am a stay at home mom so no job/income but it would not let me put 0."
"3C","2",-1,2.5,5,3,2.5,42,12000,"women's - cleanse and revitalize, also had aloe and vitamin e; men's - celanse and invigorate, focus on scalp health",NA
"3C","1",3,3.375,3,2,1,43,2600,"The women's shampoo was more expensive because it was said to have other nutrients and hydration agents unlike the mens",NA
"3C","1",0,2.75,4,0.5,0.5,48,4000,"i remember seeing ounces but can't remmeber them. 13.98 and 9.98 were the prices",NA
"3C","1",3,2.625,5,0.25,0.1,39,4000,"The women’s shampoo had extra agents in it to soften and take care of hair while the men’s shampoo focused.m on scalp health","None"
"3C","1",3,2.375,2,1,1,48,8000,"mens cleans and scalp health, womens nourishes and cleans",NA
"3C","3",0,1.125,3,4,4,68,1800,"Women's all-purpose shampoo was more expensive at 12.99 than the men's all-purpose shampoo at 9.99.",NA
"3C","1",3,5.5,7,3,2,62,40000,"womens shampoo is formulated to cleanse and revitalize all hair types
men's shampoo has been designed to cleanse and invigorate all types of hair",NA
"3C","1",6,6.375,4,8,5,33,7000,"Women's shampoo costs $13.99 while men's shampoo costs $9.99
Both products are good for all types of hair
Men's shampoo focuses more on cleansing and sculp health.
Women's shampoo have additional ingredients like aloe vera and vitamin E for cleansing and invigorating the hair",NA
"3C","2",-4,1.75,7,2,2,52,5500,"The women's shampoo had additional ingredients, like aloe vera for healthy hair, and the men's shampoo focused more on scalp health.",NA
"3C","1",4,7,3,2,1,38,4000,"Women's shampoo have ingredients that are nutritious for the hair.",NA
"3C","1",3,6.125,2,3,1,45,1500,"Men's shampoo focuses on cleaning and the scalp. Women's has nourishing ingredients.",NA
"3C","2",0,6.25,4,3,2,24,5500,"the shampoo is specially formulated to cleanse and revitalize all hair types",NA
"3C","1",6,6,4,2,1,25,2500,"The womens shampoo was 13.99 and had more nourishing ingredients than the mens at 9.99 which only focused on scalp and the hair with less nourishing ingredients.",NA
"3C","1",2,2,4,4,4,35,500,"Women's shampoo had aloe vera and vitamin e and was meant to nourish hair. Men's shampoo was meant to focus on the scalp.",NA
"3C","2",-1,4.625,5,9,4,27,10000,"men's shampoo focus on scalp health and cleanliness",NA
"3C","3",0,1.75,7,2,2,45,2500,"The hydrating shampoo cleanses and revitalizes all hair types with nourishing ingredients like vitamin E and aloe.","Thank you!"
"3C","2",-2,2.125,5,3,1,43,800,"The men’s shampoo was for cleansing and scalp health, and the women’s shampoo had several additional moisturizing ingredients.",NA
"3C","1",6,5.75,2,8,6,43,3000,"The women's shampoo had more nourishing factors for the hair then the mens did.",NA
"3C","1",3,5.5,5,3,2,44,5416,"They were both designed to cleanse but the agent said the women's also hydrated and had other nutrients.",NA
"3C","1",4,1.875,1,2,2,54,25000,"The womens shampoo had moisturizing and nurishing ingredients in them. The mens had nothing like that.",NA
"3C","1",5,6.625,2,8,5,25,5000,"Women's shampoo had a had nourishment benefits unlike men's shampoo which had cleaning benefits alone.","The instructions were clear."
"3C","1",2,4.5,4,6,4,61,1600,"Women's shampoo is made to cleanse and revitalize all hair types and has extra ingredients like vitamin E. The men's shampoo is made to cleanse and invigorate all hair types and the scalp.",NA
"3C","1",1,7,5,6,5,41,2400,"women shampoo has some additional ingredients like aloe vera to help nourish the hair",NA
"3C","1",2,2.875,4,11,9,25,1800,"It was women’s shampoo and men’s shampoo that is supposed to be fine for all hair types.",NA
"3C","1",4,6,5,6,4,45,1950,"Women's shampoo is specially formulated to cleanse and revitalize all hair type. Men's shampoo has been designed to cleanse and invigorate all types of hair.","No feedback, thank you."
"3C","1",1,4.625,3,3,2,66,25,"Women's shampoo focuses more on hair nourishment and hydration because it's added Vitamin E, etc., and the mens shampoo focuses more on cleansing the scalp.",NA
"3C","1",6,6.25,2,2,2,66,35000,"Women's shampoo had aloe and conditioners, mens was more for the scalp.","thank you"
"3C","1",1,3,2,1.39,1.29,28,2100,"The women's shampoo had aloe and vitamin E along with other hair nutrients. The men's shampoo didn't mention much about ingredients, instead talking about refreshing characteristics and scalp health.",NA
"3C","1",4,3.5,4,5,3,37,7000,"The women's shampoo had extra ingredients for nourishing hair. The men's shampoo was more simple and solely for cleansing.",NA
"3C","2",-3,2.875,5,4,3,23,35000,"The womens shampoo was listed at 13.99 while the mens was 9.99. They btoh had the same description of cleansing and revitalising.",NA
"3C","1",6,6,2,2.99,1.99,63,2900,"The woman's shampoo was 13.99 but the man's shampoo was 9.99.  The woman's shampoo had additional ingredients such as vitamin E for the appearance and management of her hair.  The man's shampoo was mostly for cleaning and maintaining his scalp.",NA
"3C","2",-1,1.5,6,4,4,40,4000,"The women's shampoo was designed for all hair types and included aloe vera and vitamin E. The men's shampoo also was suitable for all hair types and focused on cleansing and promoting a healthy scalp.",NA
"3C","1",3,2.375,5,2.5,2,27,4000,"Cleanse and revive scalpw",NA
"3C","3",1,1.375,5,2,2,42,5000,"womens shampoo contains vitamin e and is cleansing and revitalizing. 
mens shampoo is invigorating and cleansing. Focuses on cleanliness and the scalp",NA
"3C","1",6,5,3,5,3,49,6000,"The women's shampoo ahd more ingredients that helped with longer hair, body, etc.",NA
"3C","1",0,3.625,4,10,5,33,57000,"Womans shampoo had more helpful ingredients",NA
"3C","1",-3,3,4,3,3,39,6000,"The womens shampoo was $13.99 and included aloe. The mens shampoo was $9.99 and did not include aloe.",NA
"3C","1",-1,4.125,5,4,4,38,5000,"Women's shampoo focused on hair nurturing while men's focused on cleansing and scalp health",NA
"3C","1",2,2.625,5,4.99,2.99,49,500,"It had aloe vera and other natural vitamins",NA
"3C","1",1,4.5,3,3,2,59,3200,"The womens shampoo was hydrating.",NA
"3C","1",2,3.375,5,1.5,1.25,47,8000,"They both did the same thing, but the women's shampoo focused more on additional ingredients to hydrate and the mens shampoo focused on scalp cleansing and less on conditioner",NA
"3C","2",2,1,7,3,3,54,2660,"the womans was for healthy hair and had aloe vera and the mens was for a clean hair and scalp","thank you"
"3C","1",2,5.5,5,3,3,43,7000,"The women's shampoo had more hydrating ingredients while the men's shampoo focused on cleansing",NA
"3C","1",5,4,3,5,4,59,5000,"Women's shampoo with many nourishing ingredients for $13.99. Men's shampoo for $9.99.","n/a"
"3C","1",4,1,2,2,0.5,40,4000,"the womens shampoo is made to cleanse and revitalize all hair types with more ingredients then the mens shampoo, even though they are both meant to cleanse all hair types.",NA
"3C","1",4,3,3,5,3,67,3000,"I don't remember",NA
"3C","1",4,5.375,5,3,2,52,2700,"The men's and women's shampoos clean hair and scalp, but the women's shampoo has added aloe vera and another ingredient.","I did not enter my monthly income correctly. I entered my bi-weekly income. My montly income should be $5400."
"3C","1",4,5,2,7,5,70,3000,"The womens shampoo was $13.99 and it offered aloe vera , vitamin e and it said other nourishing ingredients  and helps hydrate the hair, where as the Mens shampoo was $9.99  but, did not offer those , it said the Mens shampoo was designed more for just cleaning .","I enjoyed your study and hope my answers help with your research. Thank you and have a nice day !"
"3C","1",2,4.625,3,5,3,34,5000,"The women's shampoo had additional ingredients like aloe and Vitamin E, while the men's shampoo was more focused on cleansing the scalp.",NA
"3C","3",0,1.625,3,2,2,64,4500,"woman's-13.99 hydrating aloe vera nourishing
men's 9.99 scalp focus hair cleansing","all good"
"3C","1",5,5.625,2,4,1,49,65000,"The women's shampoo was $13.99 while the men's shampoo was $9.99. Both were 25 fluid ounces. They both clean the hair but the women's shampoo also included Vitamin E and aloe vera to nourish the hair.",NA
"3C","1",3,4.875,4,2,2,28,4500,"Womens: 13.99, 25 fluid oz, suitable for all hair types, had additional nourishing ingredients.  Mens: 9.99, 25 fluid oz, suitable for all hair types",NA
"3C","1",5,6.625,3,3,2,48,8000,"The woman's shampoo focused on vitalizing the hair but also with a focus on hydration with the inclusion of Vitamin E and Aloe. The men's shampoo focused on a fresh and clean scalp.","Women's products are notorious for being more expensive as women will pay more for beauty products. I assumed for the sake of this study that the women's shampoo did have additional ingredients, but it's possible it was the same as the mens and just marketed differently."
"3C","1",6,2.875,5,4,3.5,57,2800,"The men's shampoo focused more on cleaning and scalp care and the women's shampoo focused more on hair care with added ingredients. The women's shampoo was more expensive.","No comments."
"3C","1",5,4,4,2,1,72,1500,"The women's shampoo promised smoother and more manageable hair, plus vitamins and other nutrients. The men's shampoo was better for scalp and overall hair health.","none"
"3C","1",3,5,6,2,2,62,2000,"Mens had more to do with scalp health and women's was more on revitalizing.",NA
"3C","1",4,6.5,4,5,3,31,3200,"The women's shampoo was for all hair types and revitalized your hair. The men's shampoo was for all hair types and invigorated your hair.",NA
"3C","1",3,4.25,3,3,2,38,1,"The women's shampoo was cleansing for all hair types and had added nourishing ingredients that the less expensive men's shampoo lacked",NA
"3C","1",1,2.125,6,2,2,27,4500,"I remember that the shampoo seemed really similar but that the women's shampoo was more expensive.",NA
"3C","1",3,2.375,7,2,2,41,8000,"They were both 25 fluid ounces, the women's shampoo contained additional ingredients such as aloe to improve scalp health. The women's shampoo was 4 dollars more expensive than the men's shampoo.",NA
"3C","2",0,5,3,2,1,72,6000,"The women’s shampoo had vitamin E and aloe vera, which was said to promote hydration.  It cost $13.99.  The men’s shampoo, like the women’s, was good for all kinds of hair.  It cost $9.99.","Good one!  Thanks!"
"3C","2",0,4,2,1,1,31,5000,"women shampoo was cleansing with hydration and nourishing properties. the men's shampoo focused on cleansing and scalp health.",NA
"3C","1",4,2.75,4,3,2,26,3000,"The women and men’s shampoo is for all hair types but the women’s has other additives other than scalp focus like the men’s. It has added oils and vitamins to help with the hair health. The women’s was around $14, while the men’s was $10","One question is missing information. Before the open ended part of this survey"
"3C","3",0,1.875,6,3,3,64,1600,"The woman's shampoo was listed as having nutrients in it such as Vitamin E and Aloe Vera. The men's shampoo was listed as cleansing the scalp thoroughly and promoting hair health. The woman's shampoo was $4 more expensive than the man's shampoo was.",NA
"3C","1",5,4.5,5,4,3,51,1200,"they were about the same except the woman's shampoo had a few extras ingredients.",NA
"3C","1",5,3.375,1,10.99,8.99,59,5000,"The women shampoo has aloe vera  vera and vitamin E and other essential nutrients to promote healthy hair.",NA
"3C","1",2,5.75,3,3,2,29,3000,"Both were designed to cleanse and revitalize or invigorate all types of hair, but the women's shampoo had additional ingredients like aloe vera and vitamin E",NA
"3C","1",3,5,5,3.5,2.5,29,24000,"Women shampoo: It is a specially produced shampoo to wash and refresh all kinds of hair. Green ingredients such as aloe vera and vitamin E are all included as hydration and health promoting ingredients.

Men shampoo: It is made to clean and refresh any kind of hair. Advertisement of hair care and head health.",NA
"3C","2",-1,6,4,2.5,1.5,67,6500,"The women’s shampoo $13.99  revitalizes all hair types with added aloe vera and vitamin E for hydration. The men’s shampoo $9.99 cleanses and invigorates all hair types, focusing on scalp health.","it was a nice study"
"3C","2",-4,1,7,2.65,2,36,2000,"Women's shampoo: cleansing and nourishing agents. Men's shampoo: cleansing agents",NA
"3C","1",3,6,3,4,3,66,5000,"The women's shampoo sold for $13.99, was for all types of hair; however had extra ingredients that help with hair health and shine.",NA
"3C","2",-6,1,7,2,1.5,61,2000,"Womens, 14.99. Mens, 9.99. Mens was formulated to clean the hair and scalp.",NA
"3C","2",-1,2.5,4,5,5,50,8000,"the women's shampoo was 12.99 and had added ingredients for managability while the men's was 9.99 and focused on cleansing and scalp care",NA
"3C","2",-1,3.375,5,1,1,58,2300,"The women's shampoo was more nourishing and the men's was more focused on scalp health.","na"
"3C","3",2,3.625,3,3,3,68,2300,"The men's shampoo was mainly for cleansing and scalp health, while the women's had many added ingredients and it was about 25 percent higher. No mention of the source of the ingredients (toxic? organic?) I remember feeling the mark-up on women's shampoo and recalled how many products for women are marked up higher than men's.","Love your subject -- finally may get facts about the women/men markups in grooming products. Like trend of unisex products."
"3C","1",3,5.5,4,1,0.8,30,2400,"The womens shampoo had extra nourishing ingredients like aloe vera and vitamin E. The mens shampoo focused on the scalp and cleansing more.",NA
"3C","2",-4,1,5,3,2,32,200,"The men's shampoo was around 9 dollars and was for basic cleansing and scalp health. The other shampoo was around 13 dollars and had things like aloe vera and vitamins in it.",NA
"3C","3",1,4.75,5,0.75,0.6,46,5000,"i think it was 13.99 for the women's and maybe 10.99 for the men's. the women's had aloe vera and other things that were supposed to be good for hair, the men's didn't. the men's just focused on cleaning",NA
"3C","1",4,5.5,5,6,4,30,500,"The women's shampoo had extra moisturizing ingredients like aloe vera, where the men's shampoo focused more on cleansing.","Thank you for the opportunity!"
"3D","3",0,2,4,7,7,45,40000,"Shampoo for all types",NA
"3D","1",0,3.75,4,2.8,3,34,1000,"Women’s Shampoo: $13.99, formulated to cleanse and revitalize all hair types, with a floral scent.

Men’s Shampoo: $9.99, designed to cleanse and invigorate all hair types, no mention of a scent",NA
"3D","2",-6,1,7,3,2,52,11000,"Both bottles were 25oz. The women's bottle was at least $4 more than the men's bottle. The sales person indicated that the women's bottle has fragrance, and the men's did not.",NA
"3D","1",4,3.125,6,4.99,4.49,58,4000,"Womens was 13.99, mens was 9.99. Womens had perfume and a scent added, mens did not.",NA
"3D","2",0,2.25,6,5,5,32,4000,"they had the same description, something like ""cleans and revitalizes all hair types""",NA
"3D","1",1,4.375,5,3,2.8,45,3800,"Women’s shampoo typically contains fragrances that the men’s shampoos don’t.",NA
"3D","1",1,3.25,5,3,2,54,2500,"both were the same, except the women's shampoo had extra scent",NA
"3D","3",0,2,6,2.5,2.5,62,1000,"Both shampoos are supposed to create the same results and benefits, but the women's shampoo is endowed with a floral scent.","Thank you."
"3D","2",-4,3.5,5,2,1,41,1500,"Both leave hair invigorated but the women's shampoo had a floral scent with it.",NA
"3D","2",-1,1.25,6,3,2,39,3500,"noth products claimed to make your hair better but the womens one had a scent",NA
"3D","2",-4,6,3,8,4,60,600,"The women's shampoo offered a luxurious experience and had fragrances added (per store clerk) and improved hair quality. It was $13.99 the men's shampoo had little to no fragrance, offered improved hair quality and was $9.99.","I reasoned that the added fragrances added to the cost of the women's shampoo and there would be at least a $5 markup from base cost for both"
"3D","3",0,4.25,7,2,2,29,1,"the descriptions were basically the same but the womens shampoo had a floral scent",NA
"3D","1",1,3,5,2,2,31,2500,"Boys h were 24oz and had cleansing properties. The men’s was invigorating I believe and the women’s was revitalizing but that may have been flipped. The women’s also had a fragrance. Women’s cost 13.99 men’s was 9.99",NA
"3D","1",2,3,5,5,4,27,4400,"Womens shampoo meant to cleanse and invigorate hair of all types, with fragrance. Mens shampoo meant to invigorate hair of all types.",NA
"3D","2",-2,2.125,5,1,1,69,2000,"The women's and men's were for all hair types but the women's was floral scented. The women's cost considerably more.",NA
"3D","1",2,5,5,3,2,29,4000,"I remember the women's shampoo being almost $14 and being described as revitalizing to all hair types. The men's was almost $10 and was described as being able to invigorate all hair types as well. They sounded very similar.",NA
"3D","1",4,6.875,5,9.99,6.99,44,7500,"Both the women's and men's shampoo were 25 fluid Ounce, the women's shampoo is meant for cleansing and revitalizing all hair and they are more likely the same with the men's shampoo except that the women's shampoo is scented and highily priced.","Most people love products that smells nice and ring elegance. Mostly men product usually are dull in color and less scented"
"3D","2",0,1.75,6,5,4,46,4300,"Both of them clean all kinds of hair.  The women's shampoo simply added a floral scent.","No feedback, thanks."
"3D","1",3,1,4,1,1,42,1500,"Both were cleansing/clarifying shampoos","None"
"3D","1",5,3.625,4,8,6,23,45000,"Womens shampoo had a floral scent and was 25 fluid ounces. Womens shampoo was 13.99. The mens shampoos had no scent and was 9.99",NA
"3D","3",0,1,6,2,1.5,48,2100,"The womens shampoo was scented and the mens was not. Otherwise, they were the same.","none"
"3D","1",6,7,1,7,5,72,4000,"Women shampoo and Men Shampoo, different in fragrances and smell.",NA
"3D","3",-3,1,6,9,6,39,1300,"The women's shampoo was has 25oz fluid, and it for all types of hair. It cost $25. The men's shampoo also has 25oz fluid, and is for all types of hair. It cost $9. The only difference between the shampoos is the scent. The women's shampoo has a floral scent and the men's shampoo doesn't have a scent.",NA
"3D","3",0,1,6,4,4,49,4000,"Both were 25 ounces and for all hair types","N/A"
"3D","1",0,5.5,1,10,6,60,300,"both womens and mens shampoo revitlize and clean all hair types but the womens a more lasting floral scent",NA
"3D","1",0,3,5,5,5,65,2700,"the scent was different in the two types, mens and womens and the only difference besides price",NA
"3D","1",3,3.5,5,5.99,5.99,29,3000,"The women's shampoo has a luxurious scent, the men's shampoo did not",NA
"3D","1",5,4.5,2,1.99,0.99,53,1000,"the woman's shampoo had a light floral scent the mens was unscented or did not say what if any scent it had",NA
"3D","1",4,4.375,4,5.99,3.99,29,3000,"the women's one had more of a scent then the men's did","great job!"
"3D","1",4,5.75,4,5,4,60,2500,"its formulated for all kind of hair.",NA
"3D","1",4,5.875,5,10,8,38,1e+05,"We had women shampoo which is used to treat every kind of hair same to the men shampoo. It has also a nice scent fragrance","The study was good"
"3D","2",-2,2,6,2.5,2.25,25,50,"The work for all hair types",NA
"3D","2",-5,1.5,4,2,2,34,4500,"They’re both formulated to revitalize hair",NA
"3D","1",2,2,3,1.75,1.7,35,6000,"The women's shampoo was priced 13.99 and allowed for revitalization that was similar to the men's shampoo but had a more appealing scent.",NA
"3D","1",6,4.375,5,5,5,30,300,"The women’s shampoo was $14 and the men’s cost $10",NA
"3D","2",-4,3.5,5,10,7,28,4000,"The women's shampoo has a luxurious scent that lasts, whereas the men's shampoo does not have an associated scent.",NA
"3D","2",-6,2.125,6,4,3.5,60,2000,"The women's shampoo cleaned and healed the hair while giving a floral fragrance. The men's shampoo cleaned and revitalized hair with no fragrance.","Interesting. I wonder what the majority prefers. I'm female and prefer no fragrance."
"3D","1",5,5.875,3,8,5,47,2500,"Shampoo for women (25 fluid ounces): $13.99
 Product Description: All hair types can benefit from the cleansing and revitalizing properties of this specially formulated shampoo. 

 $25 fluid ounces of men's shampoo: $9.99
Product Description: All hair types can benefit from the cleansing and energizing properties of this shampoo.",NA
"3D","2",-2,4.75,5,3.5,3,38,10000,"The two shampoo products are both 25 fluid ounces and designed to cleanse and care for all hair types. The women’s shampoo is priced at $13.99 and described as specially formulated to cleanse and revitalize hair, with an added elegant floral scent for a luxurious and lasting fragrance experience. The men’s shampoo is priced at $9.99 and described as designed to cleanse and invigorate hair, with minimal emphasis on fragrance.","good survey"
"3D","1",0,6.5,1,10,8,48,87000,"I went shopping for shampoo, and found men shampoo and women shampoo as the only product available, while the women product is more expensive  than the men's, it is also infused with beautiful floral perfume which is absent in men's shampoo",NA
"3D","2",-6,7,2,5,4.5,63,2500,"The women's shampoo was $13.99 and was scented with a floral scent and designed to cleanse and rejuvinate all types of hair. The men's shampoo was $9.99 and most likely unscented and designed to invigorate and replenish all hair types.","I would not purchase a scented product."
"3D","1",4,2.5,3,6,4,58,5000,"$13.99 for women's and $9.99 for the men's - the descriptions were that it revitalized all hair types. I would be concerned that the men's shampoo had a masculine scent - it didn't say fragrance free. Later it said many are fragrance free for men but I have not really seen that to be true.","I think if the men's was fragrance free I might consider buying it - but I like my hair to smell nice so would likely still choose the women's shampoo. It is frustrating how much more women's products seem to cost than men's for essentially the same product. Not fair."
"3D","1",3,5.125,3,5,4,35,4500,"Both were for all hair types but the women’s cost more.",NA
"3D","2",-2,2,4,3.99,3.99,46,8000,"men's shampoo vs WOmen Shampoo","n/a"
"3D","1",1,4,6,10,6,32,5500,"The women’s shampoo was 25 fluid ounces and priced at $13.99. It was described as being specially formulated to cleanse and revitalize all hair types. The sales agent mentioned it was infused with an elegant floral scent for a luxurious and long-lasting fragrance experience. The men’s shampoo was also 25 fluid ounces but priced at $9.99. It was described as designed to cleanse and invigorate all types of hair, and it did not mention any added fragrance",NA
"3D","1",3,2.875,2,10,7,53,4400,"The women's shampoo was 13.99 works for all types of hair, has floral scent, great for showering experience. The men's shampoo was 9.99 and is know to revitalize hair.","Thank you for the study! I hope that you achieve great results."
"3D","2",0,2.75,4,3,3,23,150,"The womens was $14 and the mens $10. Both are designed for all hair types and the womens has a floral scent",NA
"3D","2",-4,2,6,2,2,52,10833,"the shampoos had very similar descriptions with the only difference that the women's had a floral scent and the prices were quite different with the woman's shampoo $4 more than the men's.",NA
"3D","3",1,3.5,4,2.5,2,29,8000,"This shampoo is meant to cleanse and invigorate all hair types.",NA
"3D","1",3,1,7,2,2,60,149000,"Women's and men's  Shampoo same size but more expensive for the women's by $4.","All the products for women's are more expensive in price compare to men's."
"3D","1",6,4.625,5,6,5,58,2500,"womens shampoo 13.99, cleans hair
mens shampoo 9.99, cleans hair",NA
"3D","1",5,4.375,3,5,5,54,2000,"Both the men's and the women's shampoo cleans and revitalize/invigorate the hair.  The sales person said the women's shampoo included floral fragrance, where the men's didn't have much smell.",NA
"3D","3",-1,1.75,7,2,2,62,1500,"women's had a floral scent added at twice the price",NA
"3D","3",-1,4.125,6,2.5,2.5,38,5000,"The womens shampoo was higher in price from the mens one was 13.99 and one i believe was 9.99",NA
"3D","1",3,3.875,6,5,4,59,2000,"Rejuvenate hair good for all hair types",NA
"3D","1",6,6,3,4.99,3.99,34,69000,"I remember the women shampoo being 13,99 and the men shampoo 9.99 . the women shampoo was scented.",NA
"3D","3",-1,1.25,4,2,2,83,1930,"Both shampoos worked on all types of hair; however the women's shampoo cost quite a bit more than the one for men.",NA
"3D","3",0,1,7,1,1,62,32000,"All I can remember is the price disparity and both were for all hair types.",NA
"3D","1",5,4,5,7,5,44,6000,"I believe that the women's shampoo was $13.99 and the men's was $11.99. They were both formulated for all hair types but the women's had fragrance.",NA
"3D","2",0,2.375,5,2.25,2.25,35,9600,"Both for cleansing and invigorating hair. one has a scent the other doesnt",NA
"3D","1",1,4.25,6,3,2,34,1000,"The women’s shampoo was 13.99 and was meant to cleanse and revitalize. Also, many of them had an elegant floral scent. The men’s shampoo was 9.99 and was meant to cleanse and invigorate. Many of them had no scent.",NA
"3D","1",3,1,3,4,4,70,7000,"The products were identical in size, but the women's shampoo had fragrance and the men's did not. The women's shampoo was $13.99 (?) while the men's was $9.99","Thanks!"
"3D","1",2,3,5,5,3,45,4500,"Woman's and men's shampoo good for all hair types, the women's shampoo supposedly smells of florals and has longer lasting effects compared to the men's",NA
"3D","2",-3,2,3,5,5,29,8000,"the women's had a floral scent. both shampoos weighed 25 oz. the men's shampoo was scentless",NA
"3D","2",-2,3.125,7,1,1,51,3000,"The woman's shampoo had a higher cost than the men's, but the both cleaned all types of hair.",NA
"3D","3",0,2.625,3,2,1,22,45000,"Women's shampoo cost more. Women's shampoo only had scents unlike the men's shampoo.",NA
"3D","1",3,5.625,2,3,1,60,600,"women's shampoo basic but with had a floral scent for 14.99. Men was a basic shampoo for 11.99",NA
"3D","1",3,2.5,3,1,0.9,49,5250,"The women's shampoo had additional floral fragrances added.",NA
"3D","2",-1,2.625,5,2,2,53,3200,"The women's had a floral smell which is unappealing",NA
"3D","3",1,1,5,2,2,63,2600,"Floral scent, women's had higher price.  Men's usually doesn't have fragrance.  Shampoo for all  hair types.
",NA
"3D","2",0,1.5,7,3,1.5,34,65.5,"Shampoo designed for all hair types",NA
"3D","1",5,5.125,2,6,3,33,2000,"It's a 25fi oz that is 13.99 for women's with a clean and flower scent. Men is the same oz 25fl oz, but it is 9.99 with no scent.",NA
