StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_yn,attention_check,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,bi_binary,bi_women_1,bi_men_1,price_fairness_1,price_fairness_2,price_fairness_3,price_fairness_4,price_fairness_5,price_fairness_6,price_fairness_7,price_fairness_8,similarity_1,prosociality_1,prosociality_2,value_alignment_1,value_alignment_2,gender_equality_1,gender_equality_2,gender_equality_3,gender_equality_4,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,price_sensitivity_4,mc_price,mc_justification,ce_control_women,ce_control_men,ce_pt_women,ce_pt_men,age,income,feedback,PROLIFIC_PID,STUDY_ID,SESSION_ID,MainCondition
2025/8/10 10:49,2025/8/10 10:54,0,172.59.24.129,100,337,1,2025/8/10 10:54,R_1VOLputGhYPrNtV,,,,,41.3847,-81.7982,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,5,5,5,5,3,3,3,3,3,4,4,4,4,7,6,6,5,5,5,5,4,3,They clean and revitalize all hair types,2,2,,,26,2999,,659575ef7daa54a6b78c9c9a,6898afff2227f134df1188ea,6898cd7f34454930365fb691,1
2025/8/10 10:51,2025/8/10 10:54,0,143.109.147.92,100,233,1,2025/8/10 10:54,R_5lMqZIy5Vkb793O,,,,,36.1021,-97.0636,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,6,6,6,6,2,2,2,2,6,4,4,3,3,7,6,2,6,5,4,3,6,3,Both the men’s and women’s product said that it would work for all hair types ,5,5,,,25,3200,None ,672970cd30bdfdbdde8824db,6898afff2227f134df1188ea,6898cdec242b6dc00753c004,1
2025/8/10 10:48,2025/8/10 10:55,0,66.229.111.35,100,410,1,2025/8/10 10:55,R_3TuSbJIEL0ChIaZ,,,,,25.6992,-80.3613,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,5,5,4,5,2,2,2,2,7,4,4,4,4,7,5,4,2,7,5,3,6,3,Both were shampoo that was suitable for all hair types.,3,3,,,54,15000,,674cca92742faa4642a6e9c7,6898afff2227f134df1188ea,6898cd3a61a28462939e7622,1
2025/8/10 10:50,2025/8/10 10:55,0,73.107.244.60,100,296,1,2025/8/10 10:55,R_5mxUuLpWN1ijE3F,,,,,26.6414,-81.6977,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,6,2,3,3,3,3,4,5,5,5,6,3,4,3,4,7,5,5,4,6,3,4,5,1,"A women's and men's shampoo, both cost 13.99, but the men's was less expensive per oz and had a little more product in the bottle than the women's.",,,2,2,26,1500,,665f2adf1d853c1e880b06be,6898afff2227f134df1188ea,6898cdb82328ca11f502c02b,2
2025/8/10 10:50,2025/8/10 10:55,0,35.129.127.141,100,316,1,2025/8/10 10:55,R_6otejKxuPTuEqnn,,,,,34.0038,-117.446,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,3,5,2,4,4,4,4,4,4,5,6,2,2,2,2,6,5,6,5,4,4,4,7,1,Good for all types of hair,,,2.4,2.4,61,4500,,663064278d5fb321e0de9fde,6898afff2227f134df1188ea,6898cdb03e8908992ff64b46,2
2025/8/10 10:51,2025/8/10 10:55,0,65.78.1.200,100,237,1,2025/8/10 10:55,R_6ClM3MpoWTMVKJw,,,,,40.7785,-73.9898,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,1,6,6,6,6,2,2,2,2,2,6,4,5,3,6,2,1,1,5,6,4,2,1,I don't really remember much of the product descriptions. I think one of them had the word revitalize in it,,,1,0.8,23,10000,,65cc29fcdfeb09215a6c5310,6898afff2227f134df1188ea,6898ce078783bbeb7b6009b1,2
2025/8/10 10:49,2025/8/10 10:55,0,172.58.150.104,100,348,1,2025/8/10 10:55,R_19gfnyOB4D3b1Bv,,,,,36.0711,-86.7196,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,6,2,5,4,4,5,3,5,4,7,5,5,1,5,1,6,4,5,3,7,5,3,6,1,I know the women’s shampoo was revitalizing for all hair types and I think the men’s was cleaning for all hair types ,,,4,3.5,23,1000,,6080956cb039d0b097c4c595,6898afff2227f134df1188ea,6898cda63625d320a6c0817e,3E
2025/8/10 10:52,2025/8/10 10:55,0,35.141.59.167,100,182,1,2025/8/10 10:55,R_3XimEWAnYHDdpQV,,,,,29.0422,-81.2863,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,7,1,1,1,1,1,7,7,7,7,5,5,5,4,4,7,3,7,7,6,1,2,2,2,mens and womens shampoo,,,5,5,54,10000,,67910358e895b33a3578ec66,6898afff2227f134df1188ea,6898ce15ccd18b0507d4fa62,3D
2025/8/10 10:51,2025/8/10 10:55,0,72.49.27.108,100,236,1,2025/8/10 10:55,R_6HH8ZuC12LAc5cD,,,,,39.1057,-84.5036,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,6,1,1,1,1,7,7,7,7,4,5,7,2,6,7,7,7,7,6,1,5,6,1,"The women's and men's shampoos were both $13.99, but the men's shampoo costs less per oz.",,,2.5,2.5,40,300,,59b2d1e1773f41000148789e,6898afff2227f134df1188ea,6898cdfd270604cb94f0ccc8,2
2025/8/10 10:52,2025/8/10 10:55,0,107.137.125.151,100,194,1,2025/8/10 10:56,R_31ADVo4Vrsv2yZk,,,,,39.0169,-94.3137,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,6,6,4,4,6,4,4,4,4,7,6,7,6,7,3,2,6,3,The women's shampp claimed to clean and revitalize and the men's shampoo claimed to clean and invigorate.,2,2,,,40,3500,,60fd64b59f6e27a3ed22bd7b,6898afff2227f134df1188ea,6898ce5829c4f84322772f85,1
2025/8/10 10:42,2025/8/10 10:56,0,194.50.147.27,100,801,1,2025/8/10 10:56,R_57ZJmkvfpsGUZDb,,,,,37.751,-97.822,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,6,3,6,6,6,6,2,2,2,2,5,6,6,6,5,6,3,3,3,6,3,3,5,1,"Both products have been designed to cleanse and invigorate all types of hair. Women's shampoo has additional nourishing elements, such as Vitamin E and Aloe Vera, which promote hydration and hair health. Men's shampoo focuses on scalp health and hair cleansing. Both types of shampoo cost $13.99. Women's shampoo costs $0.56 per ounce. Men's shampoo costs $0.40 per ounce.",,,7,6,33,3000,The instructions were clear and easy to understand.,67f02740d233a50f479c4e20,6898afff2227f134df1188ea,6898cbf38a53027654558197,3C
2025/8/10 10:50,2025/8/10 10:56,0,24.251.233.15,100,354,1,2025/8/10 10:56,R_7dcPguVHw1FWMH2,,,,,33.6329,-112.2061,anonymous,EN,1,2,,,,,,,,,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,1,6,2,5,6,6,7,2,4,3,4,5,6,4,7,3,6,4,7,5,6,3,5,7,1,"Women's shampoo contained natural conditioners, whereas the men's shampoo formula focused on cleansers.",,,8,5,52,64000,,63acbf912d16917452e0bf4e,6898afff2227f134df1188ea,6898cdc4dbff14460800a617,3C
2025/8/10 10:36,2025/8/10 10:56,0,75.242.79.198,100,1191,1,2025/8/10 10:56,R_7isUSsAbjHsGp0J,,,,,42.0469,-88.1051,anonymous,EN,1,2,,,,,$13.99 ,$0.56/ounce,$13.99 ,$0.40/ounce,,,,,,,,,,,,,,,,,,,,,2,2,6,5,5,5,5,2,2,2,2,6,6,6,5,5,6,7,7,6,6,2,3,6,1,"The two shampoo products were very similar except for the price per ounce. They had similar features as well, even though one was marketed as a woman's shampoo and the other, a man's.",,,2,2,53,800,,66417f61aaa1d435bca01069,6898afff2227f134df1188ea,6898ca7ef2c336397595cc00,2
2025/8/10 10:49,2025/8/10 10:56,0,71.28.186.226,100,398,1,2025/8/10 10:56,R_3TTxLE5zDP6hkpK,,,,,32.8882,-84.3266,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,6,4,5,6,5,7,5,7,4,7,5,6,6,4,4,7,4,1,4,5,7,7,4,1,It was asking about the unit price and the price of the shampoo for men and women,,,1,1,27,50000,,663631e9a98cfc7ea17bbde6,6898afff2227f134df1188ea,6898cda41b176c07ea38c514,3C
2025/8/10 10:40,2025/8/10 10:56,0,24.127.221.110,100,982,1,2025/8/10 10:56,R_3BOP8kszckagNgl,,,,,42.2532,-84.3877,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,2,2,4,2,3,3,4,5,5,6,6,6,4,5,3,5,5,7,6,6,7,2,2,7,1,Both clean hair but the women’s shampoo had fragrance added that the men’s shampoo didn’t have. Both shampoo did the same function but the women’s product smells more. The women’s shampoo cost more per ounce because the bottle was smaller than the mens. ,,,1.01,1,72,1200,,67d2107d715c268c034392c8,6898afff2227f134df1188ea,6898cb5a05802447e3b6f67b,3D
2025/8/10 10:51,2025/8/10 10:56,0,216.255.164.21,100,293,1,2025/8/10 10:56,R_5Jeoot528XxOcPT,,,,,41.3625,-72.0449,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,2,4,5,2,2,1,2,6,7,6,7,7,3,5,4,4,7,5,7,7,7,2,4,7,1,"Both shampoos appeared to be exactly the same, they were both suitable for all hair types. The only difference is that the women's shampoo had more pink and floral packaging",,,2,2,26,500,,63d17afba0c70e3022979692,6898afff2227f134df1188ea,6898ce18cb57cf7c2da77566,3B
2025/8/10 10:50,2025/8/10 10:56,0,151.213.132.143,100,364,1,2025/8/10 10:56,R_5hgz5LwNUGWmatP,,,,,34.5875,-83.753,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,2,2,6,2,2,2,4,5,6,5,7,4,5,4,4,5,5,7,7,7,7,5,5,6,1,Cleanse scalp and hair,,,2,2,35,100000,,67b7954e7a7379a189eb6269,6898afff2227f134df1188ea,6898cdd2191e45f2d54f317f,3A
2025/8/10 10:51,2025/8/10 10:56,0,174.200.51.13,100,340,1,2025/8/10 10:56,R_6y8EEditH2OJc3d,,,,,29.8959,-95.6454,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,2,5,6,4,3,3,3,6,6,5,6,6,5,5,5,5,7,6,7,7,7,6,5,4,1,The product types were similar but the mens product was cheaper per ounce compared to the women's product ,,,3,3,34,2400,Nothing additional to add ,67523997e35699cc3de88bfd,6898afff2227f134df1188ea,6898cdee88f1870adfd8c20c,3A
2025/8/10 10:38,2025/8/10 10:56,0,66.32.85.104,100,1089,1,2025/8/10 10:56,R_5kuAW5YzvCGozUl,,,,,41.8744,-80.785,anonymous,EN,1,2,,,,,13.99,0.56,.13.99,0.4,,,,,,,,,,,,,,,,,,,,,3,4,1,2,2,2,3,5,5,4,6,5,1,1,2,2,6,6,7,7,6,3,6,6,1,"male shampoo for ,40 cents per ounce for total cost of $13.99.
woman shampoo .55  cents per ounze for $13.99",,,2.5,2.25,68,5500,,5c510b41e459660001e38861,6898afff2227f134df1188ea,6898caf0caaebb5a4babc262,2
2025/8/10 10:51,2025/8/10 10:56,0,35.139.193.236,100,333,1,2025/8/10 10:56,R_6VwoHfPeNDRvvzH,,,,,27.7538,-82.7208,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,1,1,7,7,7,7,7,4,5,6,5,7,7,6,7,5,2,2,6,1,Each shampoo was suitable for all hair type,,,10,10,19,25000,,66f0c33279c43367bd7542c4,6898afff2227f134df1188ea,6898cdfca95fb6790a2a7182,2
2025/8/10 10:49,2025/8/10 10:56,0,74.76.220.27,100,419,1,2025/8/10 10:56,R_3DS7QWVUQDJypjb,,,,,44.5542,-69.6179,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,7,1,5,4,4,4,3,6,5,4,1,7,2,5,2,7,1,1,3,6,3,5,6,1,The woman's shampoo came in more scents as the men's shampoo only came in one scent. The woman's shampoo was slightly more expensive per ounce ,,,8.99,5,57,49000,,5ba3e40d2d28760001a377bb,6898afff2227f134df1188ea,6898cda99a5638abe6f878a4,3D
2025/8/10 10:47,2025/8/10 10:57,0,73.137.172.200,100,561,1,2025/8/10 10:57,R_7gidah4OpKjLe0x,,,,,33.7315,-84.4195,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,7,7,7,7,4,4,4,3,1,7,1,7,7,7,1,1,7,3,The shampoo revitalizes your hair.,5,5,,,28,500,,63d86d675509ff61463bddcd,6898afff2227f134df1188ea,6898ccdde39336f7b907b65c,1
2025/8/10 10:45,2025/8/10 10:57,0,69.121.183.174,100,725,1,2025/8/10 10:57,R_35sgtBOHIusRMtG,,,,,40.8949,-74.011,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,6,2,3,3,2,4,6,6,6,7,3,6,4,4,4,2,1,3,1,6,4,5,6,1,I only remember the price for both. Both being $13.99. But the womans being less product and more per ounce.,,,10,10,29,5000,,6717f227422d48f5727f0081,6898afff2227f134df1188ea,6898cc84d297a099a510897f,2
2025/8/10 10:46,2025/8/10 10:57,0,172.56.221.28,100,671,1,2025/8/10 10:57,R_3BBf6wTKaJx9Buh,,,,,39.9934,-75.1425,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,6,1,6,6,6,6,1,2,2,2,5,7,3,7,5,7,6,6,5,5,5,4,2,3,"The descriptions are for two shampoo, where both are for male and female ",,,7,7.5,26,60700,,67cb01a82dda2577eb6ee320,6898afff2227f134df1188ea,6898cc8d0a5e114279093782,3B
2025/8/10 10:53,2025/8/10 10:57,0,67.240.183.92,100,265,1,2025/8/10 10:57,R_7WGeOIHNjuvDEwn,,,,,43.6842,-70.2816,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,3,4,5,5,4,3,7,4,4,4,4,5,6,6,7,6,3,4,6,3,they used soft and feminine descriptions for the female shampoo,5,5,,,24,1000,,67d19d4e4a1ff1bb0bccc3d9,6898afff2227f134df1188ea,6898ce67bf69f06ad03bce27,1
2025/8/10 10:51,2025/8/10 10:58,0,151.197.189.243,100,382,1,2025/8/10 10:58,R_6C8sHCYMv0KdVFh,,,,,39.9206,-75.1826,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,6,4,1,2,1,2,7,6,6,7,6,7,4,7,4,7,7,7,7,7,3,3,7,1,"Both the women's and men's shampoo were made to treat any type of hair, but the women's shampoo used the word ""revitalizes"" while the men's shampoo used the word ""invigorates."" The women's shampoo costed $13.99 ($.56 per ounce) while the men's shampoo costed $13.99 ($.40 per ounce). ",,,3,3,24,10000,,65ac956d7915f90d6e5eb6f8,6898afff2227f134df1188ea,6898ce1ddce8810b5a9e75b2,3E
2025/8/10 10:53,2025/8/10 10:58,0,71.150.104.75,100,294,1,2025/8/10 10:58,R_5WxsJgc9sKgxKWl,,,,,30.0566,-95.9269,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,3,5,2,5,5,4,4,3,5,2,4,5,5,5,5,5,3,5,2,4,5,5,4,5,1,Both shampoos were 13.99. The women's shampoo was 25 ounces and the men's shampoo was 35 ounces. The women's shampoo had a scent added.,,,10,10,68,7000,,6792a9f9b089423d2b613119,6898afff2227f134df1188ea,6898ce7893ef9d02406e9067,3D
2025/8/10 10:52,2025/8/10 10:58,0,47.201.71.209,100,351,1,2025/8/10 10:58,R_5aZnY5OJRWC7wCR,,,,,27.9822,-81.6706,anonymous,EN,1,2,13.98,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,2,2,2,2,6,6,6,7,3,3,3,5,5,7,7,7,7,7,3,3,2,3,Both were 13.99 and the same amount of ounces. They had similar descriptions,5,5,,,27,2000,,66365b6fcbebda294bb5a466,6898afff2227f134df1188ea,6898ce4d01cde5351a84b965,1
2025/8/10 10:53,2025/8/10 10:58,0,97.114.8.28,100,330,1,2025/8/10 10:58,R_1QgTPgA6pfcPagf,,,,,36.3598,-94.2852,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,3,4,3,4,4,4,4,4,2,4,4,4,3,3,3,4,4,3,3,6,7,5,4,4,1,"The men and women’s were the same in total up front cost, but the mens was just slightly lower per fluid ounce, indicating it is likely sized a little bit bigger. ",,,6.99,6.99,29,500,None at this time,650dc8bdbbbc9672321e9b45,6898afff2227f134df1188ea,6898ce6b4dea1237f459aad6,3B
2025/8/10 10:49,2025/8/10 10:59,0,24.31.178.94,100,600,1,2025/8/10 10:59,R_3siELQxzyUrFhvL,,,,,40.3916,-84.3835,anonymous,EN,1,2,$13.99 ,$0.56 ,$13.99 ,$0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,7,7,7,7,1,1,1,1,4,5,5,4,4,4,4,4,7,6,1,1,6,3,The women's shampoo is 25 oz for $13.99 and $0.56 per ounce. It is also labeled revitalizing. The men's shampoo is 25 oz for $13.99 and $0.56 per ounce. It is labeled as invigorating.,1,1,,,69,1500,,663d1df7d873a582384a05c7,6898afff2227f134df1188ea,6898cd78bf9d96e6a7e61320,1
2025/8/10 10:53,2025/8/10 10:59,0,172.56.51.245,100,372,1,2025/8/10 10:59,R_5eY8ilLn6Cw1y40,,,,,47.6109,-122.3303,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,5,6,6,5,2,2,2,3,6,4,4,4,4,6,3,4,2,7,2,3,7,3,They were both for cleansing. One was for invigorating and the other I believe was enriching. ,2,2,,,51,2800,,662a83038907a650a3115282,6898afff2227f134df1188ea,6898ce8437a23cd925d352e4,1
2025/8/10 10:56,2025/8/10 11:00,0,134.215.18.187,100,231,1,2025/8/10 11:00,R_1sZo9k9jaJhrzBG,,,,,36.1868,-86.5067,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,6,1,5,5,4,5,3,3,2,3,2,4,4,5,4,6,2,2,2,6,3,2,5,1,"Women's shampoo cleanses and revitalizes hair
Men's shampoo cleanses and invigorates hair",,,1.5,1,24,4000,,61391e597dbe122a2dffb914,6898afff2227f134df1188ea,6898cf2ae36a8c577648a207,3C
2025/8/10 10:54,2025/8/10 11:00,0,75.69.180.104,100,314,1,2025/8/10 11:00,R_1n899925KssiU5Q,,,,,42.1177,-72.6445,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,6,1,2,2,2,2,6,6,6,6,6,4,4,4,3,7,5,7,6,6,3,4,4,1,The shampoos promised to cleanse and invigorate or revitalize hair.,,,2,2,41,15000,,67639cb846231603c8e979cd,6898afff2227f134df1188ea,6898ced5213e9dbed024ef14,2
2025/8/10 10:55,2025/8/10 11:00,0,149.125.37.188,100,317,1,2025/8/10 11:00,R_1y91hDfAD8oqbKW,,,,,42.103,-75.8881,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,5,4,4,5,4,5,1,1,1,1,5,5,5,5,4,1,6,7,7,6,3,2,6,2,The womens was less per oz and was pink and pastel and flowery looking.,,,0.2,0.2,34,51000,Oh idk why but i put the mens was more expensive oops,5d1570bf61a409001a1f656b,6898afff2227f134df1188ea,6898cee232f44eb97262df8e,3B
2025/8/10 10:52,2025/8/10 11:00,0,172.56.25.101,100,482,1,2025/8/10 11:00,R_7XghfCkzE0QdHiN,,,,,29.7133,-95.4804,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,5,4,3,3,4,3,2,3,3,2,4,5,4,5,4,7,6,7,5,7,5,4,5,1,Hydration ,,,9,8,42,0,,65b13af178f481ab07aa2ed0,6898afff2227f134df1188ea,6898ce29fcbf2b731517080a,3C
2025/8/10 10:55,2025/8/10 11:00,0,172.56.151.182,100,327,1,2025/8/10 11:00,R_5MzhUW1Zm3veG0F,,,,,43.6138,-116.3972,anonymous,EN,1,2,,,,,,,,,13.99,0.4,13.99,0.4,,,,,,,,,,,,,,,,,1,5,6,5,4,4,5,5,2,2,3,4,4,5,5,5,3,4,3,3,6,1,1,4,3,Rich lather. $13.99 .40 per ounce. ,,,5,5,35,5000,,65e41e88a96a10f5f38d608e,6898afff2227f134df1188ea,6898cee95500b0875a543d6a,3A
2025/8/10 10:50,2025/8/10 11:00,0,172.59.172.8,100,637,1,2025/8/10 11:00,R_7bN2JzKc8T5yDjh,,,,,38.5753,-90.2651,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,7,7,3,3,3,3,5,5,4,5,6,7,7,7,7,7,7,7,7,7,1,2,7,1,"Women's shampoo: revitalizes hair ($13.99/$0.56 oz)
Men's shampoo: invigorates hair ($13.99/$0.40 oz)",,,5,5,74,1207,,574ce0a57fd0ec000db73aa6,6898afff2227f134df1188ea,6898cdb6256ea05f3f87d0fb,2
2025/8/10 10:54,2025/8/10 11:00,0,98.163.29.102,100,396,1,2025/8/10 11:00,R_1gdrPdM9bMlN1sC,,,,,37.2557,-79.9812,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,5,4,6,6,6,6,2,2,2,2,5,7,7,5,5,6,5,6,5,7,2,4,5,1,The women's shampoo has extra ingredients that are nourishing for the hair. ,,,4.99,3.99,54,6000,Thank you! ,6612d5d5abf4df0d84f44b3e,6898afff2227f134df1188ea,6898cea86af07518671cb1b9,3C
2025/8/10 10:54,2025/8/10 11:00,0,206.214.54.146,100,366,1,2025/8/10 11:00,R_70PC70ANIE9YBLT,,,,,47.2123,-123.0971,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,4,4,4,5,5,5,3,3,4,3,5,4,4,4,4,3,6,6,6,6,3,3,4,1,"The womens shampoo was revitalizing and fragrant, the men's shampoo had no scent ",,,6,5,32,4000,,5dcf5cfcf3b7c209a61477f8,6898afff2227f134df1188ea,6898cecdcf96ae641faedb6a,3D
2025/8/10 10:55,2025/8/10 11:00,0,208.83.170.144,100,302,1,2025/8/10 11:00,R_32EwWBf4MrDa0QK,,,,,42.2781,-74.916,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,3,3,3,2,6,6,6,4,7,5,5,4,4,7,2,7,5,7,2,2,6,3,I remember the product descriptions for both men's and women's shampoo were to revitalize the hair.,3,3,,,66,1220,,66d282830897b77f5b260208,6898afff2227f134df1188ea,6898cf1493b28d4d10de0153,1
2025/8/10 10:57,2025/8/10 11:01,0,184.83.143.59,100,222,1,2025/8/10 11:01,R_5tETQ71NsIr0vS4,,,,,43.5235,-96.7385,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.4,13.99,0.4,,,,,1,7,1,7,7,6,7,6,6,6,6,6,5,5,5,5,7,7,6,7,7,4,5,5,3,I can't remember the descriptions,,,2,2,33,6000,No feedback,585dd349445a5f00019b3b7c,6898afff2227f134df1188ea,6898cf670ac28af5cd3eea48,3D
2025/8/10 10:53,2025/8/10 11:01,0,71.63.67.191,100,470,1,2025/8/10 11:01,R_6ceg90Rn6TdpyOB,,,,,36.6883,-79.8685,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,3,3,1,4,3,2,2,5,3,3,4,4,3,3,2,1,5,2,5,4,6,3,3,5,1,For all types of hair,,,3,3,63,2400,,6782ce2a666627776dd0f092,6898afff2227f134df1188ea,6898ce77697f6eafb66bd82c,2
2025/8/10 10:56,2025/8/10 11:01,0,24.196.225.139,100,304,1,2025/8/10 11:01,R_5Eo5S2I90cUguYi,,,,,33.5443,-84.2338,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,3,3,5,5,4,5,3,5,5,4,4,6,5,6,6,7,3,3,6,3,"I don't recall exact product descriptions, but each bottle was an equal $13.99 OR $0.56 per oz.",2,2,,,28,1300,,659615bbb34696ca92b045c6,6898afff2227f134df1188ea,6898cda49511899d24bccd78,1
2025/8/10 10:57,2025/8/10 11:01,0,216.103.158.45,100,285,1,2025/8/10 11:01,R_6EbyG64h3Skb6u4,,,,,38.9779,-77.0806,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,1,1,7,7,7,7,7,4,4,4,4,7,7,7,7,7,3,3,7,3,They were alike other than the fact that one was marketed towards men and the other towards women. They were for all hair types.,2,2,,,51,2000,,6685f79255fa6c07b7d4e441,6898afff2227f134df1188ea,6898cf55ccbb61e90fe622ed,1
2025/8/10 10:48,2025/8/10 11:01,0,172.59.219.95,100,793,1,2025/8/10 11:01,R_32rp3YwF4sBs0Ak,,,,,35.2227,-80.7938,anonymous,EN,1,2,13.99,56,13.99,56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,6,6,4,5,3,2,4,6,4,4,5,5,7,6,6,5,7,7,6,5,3,The shampoo are for both men and women  at the price of 13.99.,13.99,13.99,,,68,40000,The shampoo could be for both women or men. They can put both on the bottle.,668878b60e94392a7f0d9715,6898afff2227f134df1188ea,6898cd57f47dae99059ef498,1
2025/8/10 10:56,2025/8/10 11:02,0,142.129.81.248,100,313,1,2025/8/10 11:02,R_1ZDqRS4cojoVjuy,,,,,33.9883,-118.3294,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,2,3,5,2,1,1,1,6,7,7,7,6,3,6,3,5,7,7,7,7,7,3,7,7,1,Reinvigorated all types of hair. ,,,4,4,25,3000,,653bdfd30e0f1ce72623a6b6,6898afff2227f134df1188ea,6898cf4ef3d3b73e3d30e529,3B
2025/8/10 10:57,2025/8/10 11:02,0,138.84.244.156,100,291,1,2025/8/10 11:02,R_3E5zaQKo9d0bjNv,,,,,30.8636,-89.1305,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,2,4,5,1,1,1,1,5,5,5,5,4,4,4,4,4,5,7,7,7,7,1,3,6,1,Men and women's shampoo. Men's is focusing on cleansing and scalp health. Women's was invigorating. ,,,4,4,33,2600,,5bf5ab78f35e0c000101b657,6898afff2227f134df1188ea,6898cf6de39336f7b907b6a5,3C
